143,1,0 : 8,2 : 52,0,0,1,1000,0,0,high
143,2,0 : 8,2 : 43,0,0,1,1500,0,0,low
143,3,0 : 8,2 : 34,0,0,1,2000,0,0,high
143,4,0 : 8,2 : 25,0,0,1,2500,0,0,high
143,5,0 : 8,2 : 16,0,0,1,3000,0,0,high
143,6,0 : 8,2 : 7,0,0,0,3000,0,0,high
143,7,0 : 8,1 : 58,0,0,1,3500,0,0,high
143,8,0 : 8,1 : 49,0,0,0,3500,0,0,low
143,9,0 : 8,1 : 40,0,0,0,3500,0,0,high
143,10,0 : 8,1 : 31,0,2,1,3800,0,1,high
143,11,0 : 8,1 : 22,0,0,1,4300,0,0,2
143,12,0 : 8,1 : 13,0,0,0,4300,0,0,low
143,13,0 : 8,1 : 4,0,4,1,4600,0,1,high
143,14,0 : 8,0 : 55,1,0,1,5100,0,0,high
143,15,0 : 9,0 : 47,0,0,1,5600,0,0,high
143,16,0 : 8,0 : 38,1,0,1,6100,0,0,high
143,17,0 : 8,0 : 29,0,0,1,6600,0,0,high
143,18,0 : 8,0 : 20,1,0,1,7100,0,0,high
143,19,0 : 8,0 : 11,1,0,0,7100,0,0,low
143,20,0 : 9,0 : 3,1,3,1,7400,0,1,high
144,1,0 : 8,2 : 52,0,0,0,500,0,0,low
144,2,0 : 9,2 : 44,0,0,1,1000,0,0,high
144,3,0 : 8,2 : 35,0,0,1,1500,0,0,medium
144,4,0 : 6,2 : 24,0,0,0,1500,0,0,low
144,5,0 : 8,2 : 15,0,0,0,1500,0,0,low
144,6,0 : 7,2 : 5,0,0,1,2000,0,0,low
144,7,0 : 8,1 : 56,0,0,0,2000,0,0,low
144,8,0 : 8,1 : 47,0,0,1,2500,0,0,medium
144,9,0 : 8,1 : 38,0,4,1,2800,0,1,high
144,10,0 : 9,1 : 30,0,4,1,3100,0,1,high
144,11,0 : 8,1 : 21,0,0,0,3100,0,0,low
144,12,0 : 8,1 : 12,0,0,1,3600,0,0,high
144,13,0 : 9,1 : 4,1,0,0,3600,0,0,low
144,14,0 : 7,0 : 54,0,0,0,3600,0,0,low
144,15,0 : 8,0 : 45,1,0,0,3600,0,0,low
144,16,0 : 8,0 : 36,1,3,1,3900,0,1,high
144,17,0 : 8,0 : 27,0,2,1,4200,0,1,high
144,18,0 : 8,0 : 18,1,0,1,4700,0,0,high
144,19,0 : 8,0 : 9,1,0,0,4700,0,0,low
145,1,0 : 8,2 : 52,0,0,1,1000,0,0,low
145,2,0 : 6,2 : 41,0,0,0,1000,0,0,low
145,3,0 : 8,2 : 32,0,0,1,1500,0,0,medium
145,4,0 : 8,2 : 23,0,0,0,1500,0,0,2
145,5,0 : 8,2 : 14,0,0,0,1500,0,0,low
145,6,0 : 7,2 : 4,0,0,0,1500,0,0,low
145,7,0 : 7,1 : 54,0,0,0,1500,0,0,low
145,8,0 : 7,1 : 44,0,0,1,2000,0,0,low
145,9,0 : 8,1 : 35,0,0,1,2500,0,0,low
145,10,0 : 8,1 : 26,0,0,0,2500,0,0,low
145,11,0 : 6,1 : 15,0,0,0,2500,0,0,3
145,12,0 : 8,1 : 6,0,0,1,3000,0,0,low
145,13,0 : 8,0 : 57,0,0,0,3000,0,0,high
145,14,0 : 7,0 : 47,0,0,1,3500,0,0,high
145,15,0 : 8,0 : 38,0,0,1,4000,0,0,high
145,16,0 : 8,0 : 29,0,0,1,4500,0,0,high
145,17,0 : 7,0 : 19,0,0,1,5000,0,0,high
145,18,0 : 7,0 : 9,0,0,0,5000,0,0,low
147,1,0 : 8,2 : 52,0,0,0,500,0,0,medium
147,2,0 : 6,2 : 41,0,0,0,500,0,0,3
147,3,0 : 5,2 : 29,0,0,0,500,0,0,medium
147,4,0 : 9,2 : 21,0,0,1,1000,0,0,high
147,5,0 : 8,2 : 12,0,0,0,1000,0,0,medium
147,6,0 : 8,2 : 3,0,0,0,1000,0,0,medium
147,7,0 : 7,1 : 53,0,0,1,1500,0,0,high
147,8,0 : 7,1 : 43,0,0,0,1500,0,0,3
147,9,0 : 6,1 : 32,0,0,0,1500,50,0,medium
147,10,0 : 6,1 : 21,0,0,1,2000,50,0,medium
147,11,0 : 9,1 : 13,0,0,1,2500,50,0,high
147,12,0 : 17,1 : 13,0,0,0,2500,100,0,high
147,13,0 : 8,1 : 4,0,0,1,3000,100,0,high
147,14,0 : 7,0 : 54,0,0,0,3000,100,0,medium
147,15,0 : 6,0 : 43,0,0,1,3500,150,0,medium
147,16,0 : 8,0 : 34,0,0,0,3500,150,0,2
147,17,0 : 9,0 : 26,0,0,1,4000,150,0,high
147,18,0 : 17,0 : 26,0,0,0,4000,200,0,high
147,19,0 : 8,0 : 17,0,0,1,4500,200,0,high
147,20,0 : 8,0 : 8,0,0,1,5000,200,0,high
149,1,0 : 8,2 : 52,0,0,0,500,50,0,low
151,1,0 : 7,2 : 51,0,0,0,500,0,0,2
149,2,0 : 3,2 : 38,0,0,0,500,50,0,medium
149,3,0 : 8,2 : 29,0,0,1,1000,50,0,3
151,2,0 : 6,2 : 40,0,0,1,1000,0,0,2
149,4,0 : 5,2 : 17,0,0,0,1000,50,0,low
151,3,0 : 2,2 : 25,0,0,1,1500,0,0,2
149,5,0 : 7,2 : 7,0,0,0,1000,50,0,medium
151,4,0 : 8,2 : 16,0,0,1,2000,0,0,2
149,6,0 : 8,1 : 58,0,0,1,1500,50,0,high
151,5,0 : 7,2 : 6,0,0,0,2000,50,0,low
151,6,0 : 8,1 : 57,0,0,0,2000,50,0,2
149,7,0 : 4,1 : 45,0,0,1,2000,50,0,low
152,1,0 : 8,2 : 52,0,0,0,500,0,0,medium
149,8,0 : 7,1 : 35,0,0,0,2000,50,0,2
151,7,0 : 5,1 : 45,0,0,1,2500,50,0,2
155,1,0 : 8,2 : 52,0,0,1,1000,0,0,medium
149,9,0 : 6,1 : 24,0,0,0,2000,50,0,2
151,8,0 : 2,1 : 30,0,0,1,3000,50,0,2
155,2,0 : 7,2 : 42,0,0,0,1000,0,0,low
149,10,0 : 6,1 : 13,0,0,0,2000,50,0,2
151,9,0 : 8,1 : 21,0,0,1,3500,50,0,2
151,10,0 : 8,1 : 12,0,0,0,3500,50,0,medium
149,11,0 : 5,1 : 1,0,0,0,2000,50,0,low
151,11,0 : 7,1 : 2,0,0,1,4000,100,0,2
149,12,0 : 7,0 : 51,0,0,0,2000,50,0,low
151,12,0 : 3,0 : 48,0,0,1,4500,50,0,2
149,13,0 : 2,0 : 36,0,0,0,2000,100,0,low
152,2,0 : 0,2 : 35,0,0,0,500,0,0,medium
151,13,0 : 8,0 : 39,0,0,1,5000,50,0,high
149,14,0 : 8,0 : 27,0,0,0,2000,100,0,low
151,14,0 : 8,0 : 30,0,0,0,5000,50,0,2
149,15,0 : 9,0 : 19,0,0,1,2500,100,0,3
149,16,0 : 9,0 : 11,0,0,0,2500,100,0,2
151,15,0 : 7,0 : 20,0,0,1,5500,50,0,2
149,17,0 : 8,0 : 2,0,0,0,2500,100,0,low
151,16,0 : 6,0 : 9,0,0,1,6000,50,0,2
157,1,0 : 9,2 : 53,0,0,1,1000,0,0,high
157,2,0 : 8,2 : 44,0,0,0,1000,0,0,2
157,3,0 : 7,2 : 34,0,0,1,1500,0,0,2
157,4,0 : 8,2 : 25,0,0,1,2000,0,0,2
157,5,0 : 5,2 : 13,0,0,0,2000,0,0,2
157,6,0 : 7,2 : 3,0,0,1,2500,0,0,2
157,7,0 : 7,1 : 53,0,0,0,2500,0,0,2
157,8,0 : 8,1 : 44,0,0,1,3000,0,0,high
157,12,0 : 6,1 : 33,0,0,1,3500,0,0,2
157,13,0 : 9,1 : 25,0,0,1,4000,0,0,3
157,14,0 : 6,1 : 14,0,0,1,4500,0,0,2
157,15,0 : 8,1 : 5,0,4,0,4300,0,1,2
158,1,0 : 8,2 : 52,0,0,1,1000,0,0,high
157,16,0 : 5,0 : 53,0,0,0,4300,0,0,2
158,2,0 : 8,2 : 43,0,0,1,1500,0,0,high
157,17,0 : 8,0 : 44,0,0,1,4800,0,0,high
158,3,0 : 8,2 : 34,0,0,1,2000,0,0,high
157,18,0 : 7,0 : 34,0,0,0,4800,50,0,low
158,4,0 : 9,2 : 26,0,0,1,2500,0,0,high
157,19,0 : 5,0 : 22,0,0,1,5300,50,0,2
158,5,0 : 8,2 : 17,0,0,1,3000,0,0,high
157,20,0 : 7,0 : 12,0,0,0,5300,50,0,low
158,6,0 : 7,2 : 7,0,0,1,3500,0,0,high
157,21,0 : 8,0 : 3,1,0,1,5800,50,0,2
158,7,0 : 8,1 : 58,0,0,0,3500,0,0,high
159,1,0 : 8,2 : 52,0,0,0,500,0,0,2
158,8,0 : 6,1 : 47,0,0,1,4000,0,0,3
159,2,0 : 8,2 : 43,0,0,1,1000,0,0,high
158,9,0 : 8,1 : 38,0,0,1,4500,0,0,high
159,3,0 : 8,2 : 34,0,0,0,1000,0,0,2
158,10,0 : 7,1 : 28,0,0,1,5000,0,0,high
159,4,0 : 8,2 : 25,0,0,1,1500,0,0,high
158,12,0 : 8,1 : 19,0,0,1,5500,0,0,high
159,5,0 : 8,2 : 16,0,0,1,2000,0,0,high
158,13,0 : 8,1 : 10,0,0,0,5500,0,0,high
159,6,0 : 8,2 : 7,0,0,1,2500,0,0,3
158,14,0 : 9,1 : 2,0,0,1,6000,0,0,high
159,7,0 : 8,1 : 58,0,0,1,3000,0,0,high
158,15,0 : 7,0 : 52,0,0,1,6500,0,0,high
159,8,0 : 7,1 : 48,0,0,1,3500,0,0,medium
158,16,0 : 8,0 : 43,0,0,1,7000,0,0,high
159,9,0 : 8,1 : 39,0,0,1,4000,0,0,high
158,17,0 : 4,0 : 30,0,0,0,7000,50,0,high
159,10,0 : 8,1 : 30,0,0,1,4500,0,0,high
158,18,0 : 8,0 : 21,0,0,1,7500,50,0,high
159,11,0 : 8,1 : 21,0,0,1,5000,50,0,3
159,12,0 : 8,1 : 12,0,0,0,5000,50,0,medium
158,20,0 : 8,0 : 12,0,0,0,7500,50,0,high
159,13,0 : 7,1 : 2,0,0,0,5000,50,0,medium
158,21,0 : 7,0 : 2,0,0,1,8000,100,0,high
159,14,0 : 9,0 : 54,0,0,1,5500,50,0,high
159,15,0 : 8,0 : 45,0,0,1,6000,50,0,medium
159,16,0 : 4,0 : 32,0,0,0,6000,100,0,medium
159,17,0 : 8,0 : 23,0,4,1,6300,100,1,low
159,18,0 : 7,0 : 13,0,0,0,6300,100,0,low
159,19,0 : 8,0 : 4,0,0,1,6800,100,0,high
161,1,0 : 7,2 : 51,0,3,0,300,50,1,3
161,2,0 : 8,2 : 42,0,3,0,100,50,1,medium
161,3,0 : 7,2 : 32,0,0,0,100,50,0,3
161,4,0 : 0,2 : 15,0,4,0,-100,0,1,3
163,1,0 : 8,2 : 52,0,0,0,500,0,0,medium
163,2,0 : 8,2 : 43,0,0,1,1000,0,0,high
163,3,0 : 8,2 : 34,0,0,0,1000,0,0,medium
163,4,0 : 8,2 : 25,0,0,0,1000,0,0,high
